task,metric,advice_type,batch,n_seeds,mean,std,lower_band,upper_band
copy,loss,combined,5600,2,0.009983209419569903,0.0055976506525701715,0.004385558766999731,0.015580860072140074
copy,loss,combined,5700,2,0.008708293063755264,0.005133586804170908,0.003574706259584356,0.013841879867926172
copy,loss,combined,5800,2,0.07646735837008237,0.10469612905251559,-0.02822877068243322,0.18116348742259797
copy,loss,combined,5900,2,0.16044479639534528,0.22538850424259443,-0.06494370784724915,0.38583330063793975
copy,loss,combined,6000,2,0.0040317946710092655,0.004018217348525498,1.3577322483767848e-05,0.008050012019534763
copy,loss,combined,6100,2,0.02908486374963104,0.03633565772938266,-0.0072507939797516185,0.0654205214790137
copy,loss,combined,6200,2,0.05974541981837092,0.03135851477835842,0.028386905040012497,0.09110393459672934
copy,loss,combined,6300,2,0.09683621414201299,0.13458899914811506,-0.037752785006102074,0.23142521329012805
copy,loss,combined,6400,2,0.0020758191615868784,0.0016336602718766743,0.00044215888971020417,0.0037094794334635527
copy,loss,combined,6500,2,0.0021191192862852403,0.0013423174499359416,0.0007768018363492988,0.003461436736221182
copy,loss,combined,6600,2,0.043514432162451155,0.05886851875621956,-0.015354086593768405,0.10238295091867072
copy,loss,combined,6700,2,0.04117084934666309,0.056053678390788154,-0.014882829044125065,0.09722452773745124
copy,loss,combined,6800,2,0.008752090367656819,0.011120933363006917,-0.0023688429953500987,0.019873023730663734
copy,loss,combined,6900,2,0.3200335879948057,0.4512827259053645,-0.1312491379105588,0.7713163139001702
copy,loss,combined,7000,2,0.05319193294683487,0.07449082039068348,-0.021298887443848613,0.12768275333751836
copy,loss,combined,7100,2,0.02621232539579296,0.03270750238897701,-0.006495176993184051,0.058919827784769965
copy,loss,combined,7200,2,0.0008559713041921668,0.0005014436164085865,0.0003545276877835803,0.0013574149206007531
copy,loss,combined,7300,2,0.027030494487962926,0.037223546574069004,-0.010193052086106078,0.06425404106203193
copy,loss,combined,7400,2,0.008114494911843621,0.009855445172658558,-0.0017409502608149371,0.01796994008450218
copy,loss,combined,7500,2,0.004252900292260052,0.005130886873888789,-0.0008779865816287372,0.00938378716614884
copy,loss,combined,7600,2,0.004178672177347949,0.005348266683027211,-0.0011695945056792618,0.00952693886037516
copy,loss,combined,7700,2,0.00047571030983363017,7.622360508011332e-05,0.00039948670475351683,0.0005519339149137435
copy,loss,combined,7800,2,0.0006193750957561406,0.00025815611416404736,0.0003612189815920932,0.000877531209920188
copy,loss,combined,7900,2,0.0003751955604582236,0.00026273265359791896,0.00011246290686030465,0.0006379282140561426
copy,loss,combined,8000,2,0.00030252008921785036,3.9273746297995034e-06,0.00029859271458805087,0.00030644746384764985
copy,loss,combined,8100,2,0.13765948488050184,0.1942421784111143,-0.05658269353061246,0.33190166329161613
copy,loss,combined,8200,2,0.38945691828971574,0.16898966599178988,0.22046725229792585,0.5584465842815056
copy,loss,combined,8300,2,0.015183360229401616,0.01696419693312178,-0.001780836703720163,0.03214755716252339
copy,loss,combined,8400,2,0.0007494450003287057,0.00015098811966790635,0.0005984568806607993,0.000900433119996612
copy,loss,combined,8500,2,0.0003223364835864118,1.657455748743461e-05,0.00030576192609897717,0.0003389110410738464
copy,loss,combined,8600,2,0.00037981349680450195,0.00019234872535310598,0.00018746477145139596,0.0005721622221576079
copy,loss,combined,8700,2,0.0006341625293160291,0.0005121507541051718,0.0001220117752108573,0.001146313283421201
copy,loss,combined,8800,2,0.0003136585057225716,0.00028084381280727973,3.2814692915291864e-05,0.0005945023185298514
copy,loss,combined,8900,2,0.019576445811539996,0.027477694290872986,-0.00790124847933299,0.04705414010241298
copy,loss,combined,9000,2,0.016697549404463104,0.02296727618633324,-0.006269726781870134,0.03966482559079634
copy,loss,combined,9100,2,0.05320763386218317,0.07492607638141155,-0.02171844251922838,0.1281337102435947
copy,loss,combined,9200,2,0.10879063103056523,0.15348245087481263,-0.0446918198442474,0.26227308190537785
copy,loss,combined,9300,2,0.0003999511466696504,0.00032937555504419894,7.057559162545145e-05,0.0007293267017138493
copy,loss,combined,9400,2,0.2629422639395744,0.3714796877668948,-0.10853742382732035,0.6344219517064692
copy,loss,combined,9500,2,0.327448111073848,0.4626488918562666,-0.1352007807824186,0.7900970029301146
copy,loss,combined,9600,2,0.2845156848876036,0.286723591115829,-0.0022079062282254203,0.5712392760034326
copy,loss,combined,9700,2,0.01426270984994261,0.019450648146645932,-0.005187938296703323,0.03371335799658854
copy,loss,combined,9800,2,0.0005824067420918766,0.0006146485094911497,-3.224176739927305e-05,0.0011970552515830264
copy,loss,combined,9900,2,0.00015955702618185796,7.87723690529141e-05,8.078465712894386e-05,0.00023832939523477206
copy,loss,combined,10000,2,0.01153170085295244,0.016222100575293982,-0.004690399722341542,0.027753801428246423
copy,loss,combined,10100,2,0.00011710197055467831,6.526376078414805e-06,0.00011057559447626351,0.0001236283466330931
copy,loss,combined,10200,2,6.930508199930684e-05,1.8106812263035563e-07,6.912401387667648e-05,6.94861501219372e-05
copy,loss,combined,10300,2,8.451508920096274e-05,5.823607643623166e-05,2.6279012764731075e-05,0.0001427511656371944
copy,loss,combined,10400,2,0.4722966300694455,0.6677998712273376,-0.19550324115789214,1.1400965012967832
copy,loss,combined,10500,2,0.1774558415872765,0.250834339819461,-0.07337849823218451,0.4282901814067375
copy,loss,combined,10600,2,0.15474184996619839,0.21872043376863237,-0.06397858380243399,0.37346228373483076
copy,loss,combined,10700,2,0.0028780166291838415,0.004029764330946389,-0.0011517477017625477,0.006907780960130231
copy,loss,combined,10800,2,0.0002357454987043184,0.0002656221553169185,-2.987665661260009e-05,0.0005013676540212369
copy,loss,combined,10900,2,0.06147122609877982,0.08672689348574612,-0.025255667386966302,0.14819811958452594
copy,loss,combined,11000,2,0.0717101612932512,0.10130526788991064,-0.02959510659665944,0.17301542918316182
copy,loss,combined,11100,2,0.18107405984320743,0.2559494500920623,-0.0748753902488549,0.4370235099352697
copy,loss,combined,11200,2,0.6266391263396608,0.24219155040924617,0.3844475759304146,0.8688306767489069
copy,loss,combined,11300,2,0.14762507818337042,0.17429889127723405,-0.02667381309386363,0.3219239694606045
copy,loss,combined,11400,2,0.020800186726941592,0.028763501245181695,-0.007963314518240103,0.04956368797212329
copy,loss,combined,11500,2,0.07079700312935158,0.10000748152653681,-0.029210478397185227,0.17080448465588838
copy,loss,combined,11600,2,0.030546875578910716,0.043094197051350966,-0.01254732147244025,0.07364107263026168
copy,loss,combined,11700,2,0.01891647311100709,0.026533102630501435,-0.007616629519494347,0.04544957574150853
copy,loss,combined,11800,2,0.02972538559481002,0.04198272704906996,-0.01225734145425994,0.07170811264387998
copy,loss,combined,11900,2,0.37510842941010675,0.5304287805713942,-0.15532035116128745,0.9055372099815009
copy,loss,combined,12000,2,0.1870071652046592,0.056698522575111335,0.1303086426295479,0.24370568777977053
copy,loss,combined,12100,2,0.06308495592322835,0.08860504384152952,-0.025520087918301168,0.1516899997647579
copy,loss,combined,12200,2,0.004844851394389309,0.006780648334439407,-0.0019357969400500977,0.011625499728828717
copy,loss,combined,12300,2,0.014171903490707035,0.020025094360490193,-0.005853190869783158,0.03419699785119723
copy,loss,combined,12400,2,0.1389160352048448,0.19642449194899922,-0.05750845674415442,0.335340527153844
copy,loss,combined,12500,2,0.16720954974682725,0.2364443629177452,-0.06923481317091795,0.40365391266457246
copy,loss,combined,12600,2,0.13968245459497194,0.19741227298343172,-0.05772981838845978,0.33709472757840364
copy,loss,combined,12700,2,0.1730015802803658,0.24457300109711194,-0.07157142081674614,0.4175745813774777
copy,loss,combined,12800,2,0.12450095407926984,0.17603979842127065,-0.05153884434200082,0.30054075250054046
copy,loss,combined,12900,2,0.18989711934393666,0.07239726346650464,0.11749985587743202,0.2622943828104413
copy,loss,combined,13000,2,0.2333405348084393,0.3263507249667623,-0.09301019015832301,0.5596912597752016
copy,loss,combined,13100,2,0.2090804116318256,0.29560581887101134,-0.08652540723918573,0.504686230502837
copy,loss,combined,13200,2,0.25370781625396505,0.35877922088528996,-0.10507140463132492,0.612487037139255
copy,loss,combined,13300,2,0.20669351621492785,0.2922913461912962,-0.08559782997636836,0.4989848624062241
copy,loss,combined,13400,2,0.17505839190411412,0.24755606609915198,-0.07249767419503786,0.42261445800326614
copy,loss,combined,13500,2,0.10850560263812219,0.1533034423397907,-0.04479783970166852,0.2618090449779129
copy,loss,combined,13600,2,0.295247859193838,0.4175029980595829,-0.1222551388657449,0.7127508572534209
copy,loss,combined,13700,2,0.2750857115428726,0.3882928245667962,-0.11320711302392361,0.6633785361096688
copy,loss,combined,13800,2,0.2752869191622147,0.38923145486756244,-0.11394453570534774,0.6645183740297771
copy,loss,combined,13900,2,0.22418475241771077,0.31701890861320625,-0.09283415619549548,0.541203661030917
copy,loss,combined,14000,2,0.12066013011986762,0.17052088271409507,-0.04986075259422745,0.2911810128339627
copy,loss,combined,14100,2,0.3223396733605787,0.4557700173654591,-0.13343034400488035,0.7781096907260379
copy,loss,combined,14200,2,0.2607599572666042,0.3687540431718432,-0.10799408590523896,0.6295140004384474
copy,loss,combined,14300,2,0.2621265928529419,0.37069777795069453,-0.10857118509775265,0.6328243708036364
copy,loss,combined,14400,2,0.2505877951263212,0.3543780048477733,-0.10379020972145214,0.6049657999740945
copy,loss,combined,14500,2,0.27122141507687714,0.37726365436131215,-0.10604223928443501,0.6484850694381893
copy,loss,combined,14600,2,0.26914641410624546,0.3805932434007232,-0.11144682929447774,0.6497396575069687
copy,loss,combined,14700,2,0.24346329477182896,0.301029314687515,-0.05756601991568602,0.544492609459344
copy,loss,combined,14800,2,0.240678513890919,0.34011772374540017,-0.09943920985448118,0.5807962376363192
copy,loss,combined,14900,2,0.25794243218131385,0.3647764092354056,-0.10683397705409176,0.6227188414167195
copy,loss,combined,15000,2,0.2334279747969873,0.3301110036481377,-0.09668302885115043,0.563538978445125
copy,loss,combined,15100,2,0.25280658053010124,0.35751473871610745,-0.1047081581860062,0.6103213192462087
copy,loss,combined,15200,2,0.2226558776153263,0.3148811516731432,-0.09222527405781689,0.5375370292884695
copy,loss,combined,15300,2,0.5139353633053616,0.0896471655518662,0.4242881977534954,0.6035825288572279
copy,loss,combined,15400,2,0.23483233670397974,0.33196879186022854,-0.0971364551562488,0.5668011285642083
copy,loss,combined,15500,2,0.23574044093949012,0.3333688295493381,-0.09762838860984799,0.5691092704888282
copy,loss,combined,15600,2,0.25145256560722784,0.35560399970387857,-0.10415143409665073,0.6070565653111064
copy,loss,combined,15700,2,0.1415494486125645,0.2001730163691106,-0.05862356775654612,0.34172246498167513
copy,loss,combined,15800,2,0.02983951013617595,0.04208879984522453,-0.012249289709048584,0.07192830998140048
copy,loss,combined,15900,2,0.23359959643105768,0.33035519040175365,-0.09675559397069597,0.5639547868328113
copy,loss,combined,16000,2,0.17657054217309373,0.24962988377962966,-0.07305934160653593,0.4262004259527234
copy,loss,combined,16100,2,0.05245198041083815,0.07417439732524954,-0.021722416914411388,0.1266263777360877
copy,loss,combined,16200,2,0.07450813916472558,0.1053634776657908,-0.030855338501065213,0.1798716168305164
copy,loss,combined,16300,2,0.1868832817895928,0.2642860580567389,-0.07740277626714609,0.4511693398463317
copy,loss,combined,16400,2,0.11342850714856972,0.16041049453453585,-0.04698198738596612,0.2738390016831056
copy,loss,combined,16500,2,0.12812664248036665,0.18092225856457678,-0.05279561608421013,0.3090489010449434
copy,loss,combined,16600,2,0.12617927146678523,0.17838061030717606,-0.052201338840390826,0.3045598817739613
copy,loss,combined,16700,2,0.20889602630260318,0.29541913875669895,-0.08652311245409577,0.5043151650593021
copy,loss,combined,16800,2,0.05369559940497446,0.07593280586415321,-0.022237206459178753,0.12962840526912767
copy,loss,combined,16900,2,0.15872567655916975,0.22447096368876732,-0.06574528712959757,0.3831966402479371
copy,loss,combined,17000,2,0.19724594387186808,0.27894604552035995,-0.08170010164849187,0.47619198939222807
copy,loss,combined,17100,2,0.17441739651982258,0.24665723705093404,-0.07223984053111146,0.4210746335707566
copy,loss,combined,17200,2,0.04393435625480228,0.061892176190181225,-0.017957819935378948,0.1058265324449835
copy,loss,combined,17300,2,0.10600454983094774,0.08519541344790796,0.020809136383039786,0.1911999632788557
copy,loss,combined,17400,2,0.15041232218405676,0.212472647397467,-0.06206032521341023,0.3628849695815237
copy,loss,combined,17500,2,0.1970597534496866,0.2786656011706267,-0.08160584772094012,0.4757253546203133
copy,loss,combined,17600,2,0.28807903499692816,0.40739887907524597,-0.1193198440783178,0.6954779140721741
copy,loss,combined,17700,2,0.27131350282626177,0.3836870730473839,-0.11237357022112215,0.6550005758736457
copy,loss,combined,17800,2,0.17475743175502303,0.24705639226870932,-0.07229896051368628,0.42181382402373235
copy,loss,combined,17900,2,0.10787093170526299,0.15253921730705158,-0.04466828560178859,0.2604101490123146
copy,loss,combined,18000,2,0.10358626966611101,0.14648689172007046,-0.04290062205395945,0.25007316138618146
copy,loss,combined,18100,2,0.12469188734771693,0.1763396486197526,-0.05164776127203567,0.3010315359674695
copy,loss,combined,18200,2,0.0432680543568974,0.06118588903466124,-0.01791783467776384,0.10445394339155864
copy,loss,combined,18300,2,0.12652239836111484,0.17889576128098056,-0.05237336291986572,0.3054181596420954
copy,loss,combined,18400,2,0.20876677125502444,0.295239366797183,-0.08647259554215855,0.5040061380522074
copy,loss,combined,18500,2,0.23677902285474078,0.33485535291748275,-0.09807633006274197,0.5716343757722235
copy,loss,combined,18600,2,0.11998912195703225,0.1696896592466539,-0.04970053728962166,0.2896787812036862
copy,loss,combined,18700,2,0.2245833373451694,0.317604368878872,-0.09302103153370261,0.5421877062240414
copy,loss,combined,18800,2,0.16751766320128483,0.2369051898472894,-0.06938752664600456,0.4044228530485742
copy,loss,combined,18900,2,0.15006414054390993,0.21221826236178634,-0.06215412181787641,0.36228240290569624
copy,loss,combined,19000,2,0.13171950196407273,0.18627889643362305,-0.054559394469550326,0.3179983983976958
copy,loss,combined,19100,2,0.10532322050085573,0.14894532449447084,-0.043622103993615116,0.2542685449953266
copy,loss,combined,19200,2,0.26168260574896085,0.3700742825077375,-0.10839167675877664,0.6317568882566984
copy,loss,combined,19300,2,0.2658221224389612,0.3759289828970583,-0.11010686045809709,0.6417511053360194
copy,loss,combined,19400,2,0.21620950102027905,0.30576608737684674,-0.08955658635656769,0.5219755883971258
copy,loss,combined,19500,2,0.21420685752999905,0.3029295611611062,-0.08872270363110715,0.5171364186911053
copy,loss,combined,19600,2,2.462664331486012,3.125027554469709,-0.6623632229836969,5.587691885955721
copy,loss,combined,19700,2,0.6547746308943647,0.7571662039911672,-0.10239157309680247,1.4119408348855318
copy,loss,combined,19800,2,0.3948049888235164,0.4717601652803976,-0.07695517645688121,0.866565154103914
copy,loss,combined,19900,2,0.37638002516581764,0.4447099805271047,-0.06832995536128705,0.8210900056929223
copy,loss,combined,20000,2,0.415426233402668,0.3857712148168291,0.02965501858583891,0.801197448219497
copy,loss,length,100,3,0.6914968715111414,0.0010715110897714895,0.6904253604213699,0.6925683826009128
copy,loss,length,200,3,0.68278455555439,0.0019160431612344749,0.6808685123931555,0.6847005987156245
copy,loss,length,300,3,0.676292345325152,0.004942761584987776,0.6713495837401643,0.6812351069101398
copy,loss,length,400,3,0.674982147415479,0.001359068485991881,0.6736230789294871,0.6763412159014709
copy,loss,length,500,3,0.6734944011767704,0.0014402035490160363,0.6720541976277543,0.6749346047257865
copy,loss,length,600,3,0.666812099814415,0.004765187744711304,0.6620469120697037,0.6715772875591264
copy,loss,length,700,3,0.6665482705831528,0.0017460141808541504,0.6648022564022986,0.668294284764007
copy,loss,length,800,3,0.655836941798528,0.001667103404468072,0.65416983839406,0.6575040452029961
copy,loss,length,900,3,0.6564120084047317,0.0026062931893635166,0.6538057152153681,0.6590183015940952
copy,loss,length,1000,3,0.6532804009318351,0.0011560472258892777,0.6521243537059459,0.6544364481577244
copy,loss,length,1100,3,0.649467614889145,0.008487408383999638,0.6409802065051453,0.6579550232731446
copy,loss,length,1200,3,0.6496429653962453,0.001675730755736294,0.647967234640509,0.6513186961519817
copy,loss,length,1300,3,0.6394975147644678,0.00977993957567822,0.6297175751887896,0.649277454340146
copy,loss,length,1400,3,0.6399435964226722,0.002805407270259951,0.6371381891524123,0.6427490036929321
copy,loss,length,1500,3,0.6357362599174181,0.0041757329107691785,0.6315605270066489,0.6399119928281873
copy,loss,length,1600,3,0.6358607186873754,0.0020549812867766346,0.6338057374005988,0.637915699974152
copy,loss,length,1700,3,0.6248508104681969,0.0025927804433163847,0.6222580300248806,0.6274435909115132
copy,loss,length,1800,3,0.6316818454861641,0.004515399019625955,0.6271664464665382,0.6361972445057901
copy,loss,length,1900,3,0.6259620740016302,0.0012598269612606253,0.6247022470403696,0.6272219009628908
copy,loss,length,2000,3,0.6233599306146304,0.0021486469794887273,0.6212112836351417,0.625508577594119
copy,loss,length,2100,3,0.6167565843462944,0.00604680978710022,0.6107097745591942,0.6228033941333947
copy,loss,length,2200,3,0.6173462581137816,0.008715691108304018,0.6086305670054776,0.6260619492220857
copy,loss,length,2300,3,0.619222067495187,0.0056926929462801,0.613529374548907,0.6249147604414671
copy,loss,length,2400,3,0.6175948015848794,0.00743538924414488,0.6101594123407346,0.6250301908290243
copy,loss,length,2500,3,0.6079901490608851,0.0010686037338964794,0.6069215453269886,0.6090587527947816
copy,loss,length,2600,3,0.5993742795785268,0.008789703803194809,0.5905845757753321,0.6081639833817216
copy,loss,length,2700,3,0.6157802332192659,0.008760537692068497,0.6070196955271974,0.6245407709113344
copy,loss,length,2800,3,0.6169830827663342,0.017354188352054958,0.5996288944142792,0.6343372711183891
copy,loss,length,2900,3,0.597324048926433,0.0060147652814107186,0.5913092836450222,0.6033388142078437
copy,loss,length,3000,3,0.5980006720125676,0.010542235628498544,0.587458436384069,0.6085429076410661
copy,loss,length,3100,3,0.5913024802257617,0.007876141016548186,0.5834263392092135,0.5991786212423099
copy,loss,length,3200,3,0.602792831187447,0.0016726152109590472,0.6011202159764879,0.604465446398406
copy,loss,length,3300,3,0.60307221904397,0.007226497020701793,0.5958457220232682,0.6102987160646718
copy,loss,length,3400,3,0.5911409618208805,0.008176161675142186,0.5829648001457383,0.5993171234960227
copy,loss,length,3500,3,0.5785677919288477,0.00033250818527766075,0.57823528374357,0.5789003001141253
copy,loss,length,3600,3,0.5898701179772615,0.011925991497226172,0.5779441264800353,0.6017961094744877
copy,loss,length,3700,3,0.5902936430647969,0.01900510581571976,0.5712885372490771,0.6092987488805167
copy,loss,length,3800,3,0.5901009761790434,0.03528551149060183,0.5548154646884416,0.6253864876696453
copy,loss,length,3900,3,0.5734496178726355,0.01096745800976627,0.5624821598628692,0.5844170758824018
copy,loss,length,4000,3,0.575263477837046,0.004566826969993998,0.570696650867052,0.57983030480704
copy,loss,length,4100,3,0.5731614868342877,0.01805816498726791,0.5551033218470198,0.5912196518215556
copy,loss,length,4200,3,0.5774758957078059,0.012491163691567162,0.5649847320162388,0.589967059399373
copy,loss,length,4300,3,0.5576635031898817,0.01776438404708443,0.5398991191427972,0.5754278872369661
copy,loss,length,4400,3,0.56658345254759,0.02576714263037457,0.5408163099172154,0.5923505951779646
copy,loss,length,4500,3,0.5493694713215033,0.036204681313974495,0.5131647900075288,0.5855741526354777
copy,loss,length,4600,3,0.5288866570778191,0.06893631169354202,0.4599503453842771,0.5978229687713611
copy,loss,length,4700,3,0.5181839733881255,0.09199634459748003,0.4261876287906455,0.6101803179856056
copy,loss,length,4800,3,0.48834546888868013,0.09432722767648381,0.3940182412121963,0.582672696565164
copy,loss,length,4900,3,0.4550182307635744,0.12338822219170918,0.3316300085718652,0.5784064529552836
copy,loss,length,5000,3,0.43865020536507165,0.1327865819068448,0.3058636234582268,0.5714367872719165
copy,loss,length,5100,3,0.385074024074711,0.14624565501671236,0.23882836905799862,0.5313196790914233
copy,loss,length,5200,3,0.32798815335767967,0.2074548826395449,0.12053327071813477,0.5354430359972245
copy,loss,length,5300,3,0.5089769713052859,0.12530898177621197,0.3836679895290739,0.6342859530814978
copy,loss,length,5400,3,0.46835569508373737,0.19676911478149442,0.2715865803022429,0.6651248098652318
copy,loss,length,5500,3,0.41945447729279595,0.282255333902195,0.13719914339060096,0.7017098111949909
copy,loss,length,5600,3,0.4275048415812974,0.25308391835104677,0.17442092323025066,0.6805887599323441
copy,loss,length,5700,3,0.3103809331691203,0.26445962544414614,0.04592130772497416,0.5748405586132664
copy,loss,length,5800,3,0.29925390986492856,0.21085964780258662,0.08839426206234194,0.5101135576675152
copy,loss,length,5900,3,0.48905782460235053,0.27823132808601964,0.2108264965163309,0.7672891526883702
copy,loss,length,6000,3,0.49121634575693557,0.14976333061893185,0.34145301513800375,0.6409796763758674
copy,loss,length,6100,3,0.42455225547309966,0.2668861288541039,0.15766612661899576,0.6914383843272036
copy,loss,length,6200,3,0.38350836723266796,0.2737136534415233,0.10979471379114464,0.6572220206741912
copy,loss,length,6300,3,0.35537767090679456,0.26765473581179355,0.08772293509500101,0.6230324067185882
copy,loss,length,6400,3,0.35308219196740537,0.26993170951040735,0.08315048245699802,0.6230139014778127
copy,loss,length,6500,3,0.3148739052556145,0.2244964532410893,0.09037745201452518,0.5393703584967038
copy,loss,length,6600,3,0.28071557781193407,0.23942168282602735,0.041293894985906715,0.5201372606379614
copy,loss,length,6700,3,0.4210661293845624,0.1324163823372628,0.2886497470472996,0.5534825117218252
copy,loss,length,6800,3,0.36171346115879716,0.21468012893350466,0.1470333322252925,0.5763935900923018
copy,loss,length,6900,3,0.2688930288283154,0.11133944635464404,0.15755358247367135,0.38023247518295944
copy,loss,length,7000,3,0.14040826731827108,0.06985050940976067,0.0705577579085104,0.21025877672803175
copy,loss,length,7100,3,0.12086799686464171,0.10989722876585134,0.01097076809879037,0.23076522563049306
copy,loss,length,7200,3,0.07715608470025472,0.01754055814766674,0.05961552655258798,0.09469664284792145
copy,loss,length,7300,3,0.07048912783424992,0.03547226817853341,0.035016859655716506,0.10596139601278333
copy,loss,length,7400,3,0.11411130987262974,0.15268107191671607,-0.038569762044086325,0.26679238178934583
copy,loss,length,7500,3,0.03642854076237806,0.027599906889032955,0.008828633873345103,0.06402844765141101
copy,loss,length,7600,3,0.051825005720796374,0.04943490231941437,0.0023901034013820016,0.10125990804021075
